2023-06-26|6:0 AM|0|X|
2023-06-26|6:30 AM|0|X|
2023-06-26|7:0 AM|0|X|
2023-06-26|7:30 AM|0|X|
2023-06-26|8:0 AM|0|X|
2023-06-26|8:30 AM|0|X|
2023-06-26|9:0 AM|0|X|
2023-06-26|9:30 AM|0|X|
2023-06-26|10:0 AM|0|X|
2023-06-26|10:30 AM|0|X|
2023-06-26|11:0 AM|0|X|
2023-06-26|11:30 AM|0|X|
2023-06-26|12:0 PM|0|X|
2023-06-26|12:30 PM|0|X|
2023-06-26|1:0 PM|0|X|
2023-06-26|1:30 PM|0|X|
2023-06-26|2:0 PM|0|X|
2023-06-26|2:30 PM|0|X|
2023-06-26|3:0 PM|0|X|
2023-06-26|3:30 PM|0|X|
2023-06-26|4:0 PM|0|X|
2023-06-26|4:30 PM|0|X|
2023-06-26|5:0 PM|0|X|
2023-06-26|5:30 PM|0|X|
2023-06-26|6:0 PM|0|X|
2023-06-26|6:30 PM|0|X|
2023-06-26|7:0 PM|0|X|
2023-06-26|7:30 PM|0|X|
2023-06-26|8:0 PM|0|X|
2023-06-26|8:30 PM|0|X|
2023-06-26|9:0 PM|0|X|
2023-06-26|9:30 PM|0|X|
2023-06-26|10:0 PM|0|X|
2023-06-26|10:30 PM|0|X|
2023-06-26|11:0 PM|0|X|
2023-06-26|11:30 PM|0|X|
2023-06-27|6:0 AM|0|X|
2023-06-27|6:30 AM|0|X|
2023-06-27|7:0 AM|0|X|
2023-06-27|7:30 AM|0|X|
2023-06-27|8:0 AM|0|X|
2023-06-27|8:30 AM|0|X|
2023-06-27|9:0 AM|0|X|
2023-06-27|9:30 AM|0|X|
2023-06-27|10:0 AM|0|X|
2023-06-27|10:30 AM|0|X|
2023-06-27|11:0 AM|0|X|
2023-06-27|11:30 AM|0|X|
2023-06-27|12:0 PM|0|X|
2023-06-27|12:30 PM|0|X|
2023-06-27|1:0 PM|0|X|
2023-06-27|1:30 PM|0|X|
2023-06-27|2:0 PM|0|X|
2023-06-27|2:30 PM|0|X|
2023-06-27|3:0 PM|0|X|
2023-06-27|3:30 PM|0|X|
2023-06-27|4:0 PM|0|X|
2023-06-27|4:30 PM|0|X|
2023-06-27|5:0 PM|0|X|
2023-06-27|5:30 PM|0|X|
2023-06-27|6:0 PM|0|X|
2023-06-27|6:30 PM|0|X|
2023-06-27|7:0 PM|0|X|
2023-06-27|7:30 PM|0|X|
2023-06-27|8:0 PM|0|X|
2023-06-27|8:30 PM|0|X|
2023-06-27|9:0 PM|0|X|
2023-06-27|9:30 PM|0|X|
2023-06-27|10:0 PM|0|X|
2023-06-27|10:30 PM|0|X|
2023-06-27|11:0 PM|0|X|
2023-06-27|11:30 PM|0|X|
2023-06-28|6:0 AM|0|X|
2023-06-28|6:30 AM|0|X|
2023-06-28|7:0 AM|0|X|
2023-06-28|7:30 AM|0|X|
2023-06-28|8:0 AM|0|X|
2023-06-28|8:30 AM|0|X|
2023-06-28|9:0 AM|0|X|
2023-06-28|9:30 AM|0|X|
2023-06-28|10:0 AM|0|X|
2023-06-28|10:30 AM|0|X|
2023-06-28|11:0 AM|0|X|
2023-06-28|11:30 AM|0|X|
2023-06-28|12:0 PM|0|X|
2023-06-28|12:30 PM|0|X|
2023-06-28|1:0 PM|0|X|
2023-06-28|1:30 PM|0|X|
2023-06-28|2:0 PM|0|X|
2023-06-28|2:30 PM|0|X|
2023-06-28|3:0 PM|0|X|
2023-06-28|3:30 PM|0|X|
2023-06-28|4:0 PM|0|X|
2023-06-28|4:30 PM|1|test|
2023-06-28|5:0 PM|0|X|
2023-06-28|5:30 PM|0|X|
2023-06-28|6:0 PM|0|X|
2023-06-28|6:30 PM|0|X|
2023-06-28|7:0 PM|0|X|
2023-06-28|7:30 PM|0|X|
2023-06-28|8:0 PM|0|X|
2023-06-28|8:30 PM|0|X|
2023-06-28|9:0 PM|0|X|
2023-06-28|9:30 PM|0|X|
2023-06-28|10:0 PM|0|X|
2023-06-28|10:30 PM|0|X|
2023-06-28|11:0 PM|0|X|
2023-06-28|11:30 PM|0|X|
2023-06-29|6:0 AM|0|X|
2023-06-29|6:30 AM|0|X|
2023-06-29|7:0 AM|0|X|
2023-06-29|7:30 AM|0|X|
2023-06-29|8:0 AM|0|X|
2023-06-29|8:30 AM|0|X|
2023-06-29|9:0 AM|0|X|
2023-06-29|9:30 AM|0|X|
2023-06-29|10:0 AM|0|X|
2023-06-29|10:30 AM|0|X|
2023-06-29|11:0 AM|0|X|
2023-06-29|11:30 AM|0|X|
2023-06-29|12:0 PM|0|X|
2023-06-29|12:30 PM|0|X|
2023-06-29|1:0 PM|1|jg662|
2023-06-29|1:30 PM|0|X|
2023-06-29|2:0 PM|0|X|
2023-06-29|2:30 PM|0|X|
2023-06-29|3:0 PM|1|hello|
2023-06-29|3:30 PM|0|X|
2023-06-29|4:0 PM|0|X|
2023-06-29|4:30 PM|0|X|
2023-06-29|5:0 PM|0|X|
2023-06-29|5:30 PM|0|X|
2023-06-29|6:0 PM|0|X|
2023-06-29|6:30 PM|0|X|
2023-06-29|7:0 PM|0|X|
2023-06-29|7:30 PM|1|Open Play|
2023-06-29|8:0 PM|0|X|
